# BugSigDB 2026-01-12_00:01_UTC, License: Creative Commons Attribution 4.0 International, URL: https://bugsigdb.org
BSDB ID,Study,Study design,PMID,DOI,URL,Authors list,Title,Journal,Year,Keywords,Experiment,Location of subjects,Host species,Body site,UBERON ID,Condition,EFO ID,Group 0 name,Group 1 name,Group 1 definition,Group 0 sample size,Group 1 sample size,Antibiotics exclusion,Sequencing type,16S variable region,Sequencing platform,Data transformation,Statistical test,Significance threshold,MHT correction,LDA Score above,Matched on,Confounders controlled for,Pielou,Shannon,Chao1,Simpson,Inverse Simpson,Richness,Signature page name,Source,Curated date,Curator,Revision editor,Description,Abundance in Group 1,MetaPhlAn taxon names,NCBI Taxonomy IDs,State,Reviewer
bsdb:34963452/188/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 188,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/189/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 189,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/190/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 190,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/191/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 191,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/192/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 192,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/193/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 193,China,Homo sapiens,Feces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/194/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 194,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/195/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 195,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/196/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 196,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/197/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 197,China,Homo sapiens,Feces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/198/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 198,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/199/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 199,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34963452/200/NA,34963452,case-control,34963452,10.1186/s12934-021-01720-1,NA,"Lin H, Guo Q, Wen Z, Tan S, Chen J, Lin L, Chen P, He J, Wen J , Chen Y",The multiple effects of fecal microbiota transplantation on diarrhea-predominant irritable bowel syndrome (IBS-D) patients with anxiety and depression behaviors,Microbial cell factories,2021,"Anxiety and depression, Fecal microbiota transplantation, Irritable bowel syndrome, Metagenome, Short-chain fatty acids",Experiment 200,China,Homo sapiens,Feces,UBERON:0001988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34966183/1/1,34966183,prospective cohort,34966183,10.1038/s41598-021-04271-y,NA,"Kateete DP, Mbabazi MM, Nakazzi F, Katabazi FA, Kigozi E, Ssengooba W, Nakiyingi L, Namiiro S, Okwera A, Joloba ML , Muwonge A",Sputum microbiota profiles of treatment-naïve TB patients in Uganda before and during first-line therapy,Scientific reports,2021,NA,Experiment 1,Uganda,Homo sapiens,Sputum,NA,NA,NA,Baseline (pre-treatment),Month 2 and Month 5 follow-up,Sputum collected at 2 months (end of intensive phase) and 5 months (end of therapy) of first-line anti-TB regimen.,106,44,All were treatment-naïve at baseline; no anti-TB drugs prior to sampling; other antibiotic history not exclusionary.,16S,34,Illumina,relative abundances,"ANOVA,Kruskall-Wallis,Mixed-Effects Regression,PERMANOVA,T-Test",0.05,TRUE,NA,NA,NA,NA,decreased,NA,decreased,NA,decreased,Signature 1,Figure 2,11 June 2025,Nuerteye,Nuerteye,"Fig. 2 shows relative-abundance shifts of major genera across baseline, Month 2 and Month 5.",increased,"k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bromii,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Peptococcus|s__Peptococcus niger,k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria subflava",1783272|1239|186801|186802|216572|1263|40518;1783272|1239|186801|186802|186807|2740|2741;3379134|1224|28216|206351|481|482|28449,Complete,NA
bsdb:34966183/1/2,34966183,prospective cohort,34966183,10.1038/s41598-021-04271-y,NA,"Kateete DP, Mbabazi MM, Nakazzi F, Katabazi FA, Kigozi E, Ssengooba W, Nakiyingi L, Namiiro S, Okwera A, Joloba ML , Muwonge A",Sputum microbiota profiles of treatment-naïve TB patients in Uganda before and during first-line therapy,Scientific reports,2021,NA,Experiment 1,Uganda,Homo sapiens,Sputum,NA,NA,NA,Baseline (pre-treatment),Month 2 and Month 5 follow-up,Sputum collected at 2 months (end of intensive phase) and 5 months (end of therapy) of first-line anti-TB regimen.,106,44,All were treatment-naïve at baseline; no anti-TB drugs prior to sampling; other antibiotic history not exclusionary.,16S,34,Illumina,relative abundances,"ANOVA,Kruskall-Wallis,Mixed-Effects Regression,PERMANOVA,T-Test",0.05,TRUE,NA,NA,NA,NA,decreased,NA,decreased,NA,decreased,Signature 2,Figure 2,11 June 2025,Nuerteye,Nuerteye,"Fig. 2 shows relative-abundance shifts of major genera across baseline, Month 2 and Month 5.",decreased,"k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium tuberculosis,k__Thermotogati|p__Synergistota|c__Synergistia|o__Synergistales|f__Aminobacteriaceae|g__Fretibacterium|s__Fretibacterium fastidiosum,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella forsythia,k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium nucleatum",1783272|201174|1760|85007|1762|1763|1773;3384194|508458|649775|649776|3029087|1434006|651822;3379134|976|200643|171549|2005525|195950|28112;3384189|32066|203490|203491|203492|848|851,Complete,NA
bsdb:34966183/2/NA,34966183,prospective cohort,34966183,10.1038/s41598-021-04271-y,NA,"Kateete DP, Mbabazi MM, Nakazzi F, Katabazi FA, Kigozi E, Ssengooba W, Nakiyingi L, Namiiro S, Okwera A, Joloba ML , Muwonge A",Sputum microbiota profiles of treatment-naïve TB patients in Uganda before and during first-line therapy,Scientific reports,2021,NA,Experiment 2,Uganda,Homo sapiens,Sputum,UBERON:0007311,Pulmonary tuberculosis,EFO:1000049,Baseline (pre-treatment),Month 2 and Month 5 follow-up,Sputum collected at 2 months (end of intensive phase) and 5 months (end of therapy) of first-line anti-TB regimen,106,44,All were treatment-naïve at baseline; no anti-TB drugs prior to sampling; other antibiotic history not exclusionary.,16S,34,Illumina,relative abundances,"ANOVA,Kruskall-Wallis,Mixed-Effects Regression,PERMANOVA,T-Test",0.05,TRUE,NA,NA,NA,NA,decreased,NA,decreased,NA,decreased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bsdb:34980006/1/1,34980006,case-control,34980006,10.1186/s12885-021-09074-y,NA,"Esposito MV, Fosso B, Nunziato M, Casaburi G, D'Argenio V, Calabrese A, D'Aiuto M, Botti G, Pesole G , Salvatore F","Microbiome composition indicate dysbiosis and lower richness in tumor breast tissues compared to healthy adjacent paired tissue, within the same women",BMC cancer,2022,"16S rRNA, Breast cancer microbiome, Breast cancer tissues, Breast healthy tissues, Microbial dysbiosis, Microbiome composition, Next generation sequencing, cancer/healthy paired samples",Experiment 1,Italy,Homo sapiens,Breast,UBERON:0000310,Breast cancer,MONDO:0007254,healthy adjacent paired tissue (H),tumor breast tissue (T),Tumor breast tissue sample from women with unilateral breast cancer,34,34,NA,16S,456,Illumina,raw counts,DESeq2,0.05,TRUE,NA,NA,NA,NA,unchanged,NA,NA,NA,NA,Signature 1,Table 3,10 June 2025,Ecsharp,Ecsharp,Taxa that differ significantly between healthy adjacent paired tissue and tumor breast tissue samples,increased,"k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas brenneri,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Moraxella|s__Moraxella sp. S2",3379134|1224|28211;3379134|1224|1236|72274|135621|286|129817;3379134|1224|1236|2887326|468|475|985266,Complete,NA
bsdb:34980006/1/2,34980006,case-control,34980006,10.1186/s12885-021-09074-y,NA,"Esposito MV, Fosso B, Nunziato M, Casaburi G, D'Argenio V, Calabrese A, D'Aiuto M, Botti G, Pesole G , Salvatore F","Microbiome composition indicate dysbiosis and lower richness in tumor breast tissues compared to healthy adjacent paired tissue, within the same women",BMC cancer,2022,"16S rRNA, Breast cancer microbiome, Breast cancer tissues, Breast healthy tissues, Microbial dysbiosis, Microbiome composition, Next generation sequencing, cancer/healthy paired samples",Experiment 1,Italy,Homo sapiens,Breast,UBERON:0000310,Breast cancer,MONDO:0007254,healthy adjacent paired tissue (H),tumor breast tissue (T),Tumor breast tissue sample from women with unilateral breast cancer,34,34,NA,16S,456,Illumina,raw counts,DESeq2,0.05,TRUE,NA,NA,NA,NA,unchanged,NA,NA,NA,NA,Signature 2,Table 3,10 June 2025,Ecsharp,Ecsharp,Taxa that differ significantly between healthy adjacent paired tissue and tumor breast tissue samples,decreased,"k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales,k__Bacillati|p__Bacillota|c__Negativicutes|o__Selenomonadales,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas,k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax sp. WO3,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. PS9(2007),k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium sp. enrichment culture clone MRHull-FeSM-11E,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. IMER-A2-21,k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria elongata",1783272|201174|1760|85009;3379134|1224|1236|135624;1783272|1239|909932|909929;1783272|201174|1760|85009|31957;3379134|1224|1236|135624|84642;1783272|201174|1760|85009|31957|1743;3379134|1224|1236|135624|84642|642;3379134|1224|28216|80840|80864|34072|507807;3379134|1224|1236|72274|135621|286|469558;1783272|201174|1760|85009|31957|1743|1344436;3379134|1224|1236|72274|135621|286|575311;3379134|1224|28216|206351|481|482|495,Complete,NA
bsdb:35019769/2/1,35019769,randomized controlled trial,35019769,10.1128/spectrum.01757-21,https://pubmed.ncbi.nlm.nih.gov/35019769/,"Plummer EL, Maddaford K, Murray GL, Fairley CK, Pasricha S, Mu A, Bradshaw CS, Williamson DA , Chow EPF",The Impact of Mouthwash on the Oropharyngeal Microbiota of Men Who Have Sex with Men: a Substudy of the OMEGA Trial,Microbiology spectrum,2022,"Neisseria gonorrhoeae, men who have sex with men, mouthwash, oral microbiome, oropharyngeal gonorrhea",Experiment 2,Australia,Homo sapiens,Tonsillar fossa,UBERON:0035228,Gonorrhea,DOID:7551,Men who have sex with men using Biotène - 0 weeks,Men who have sex with men using Biotène - 12 weeks,"Men who have sex with men using Biotène - 12 weeks refers to those using Biotène mouthwash at 12 weeks, as a treatment for Gonorrhea",75,75,NA,16S,4,Illumina,centered log-ratio,ANCOM,0.05,TRUE,NA,NA,NA,NA,increased,NA,NA,NA,NA,Signature 1,"In-text of ""Effect of mouthwash on the composition of the oropharyngeal microbiota""",3 February 2025,KateRasheed,"KateRasheed,WikiWorks",Differentially abundant following 12 weeks of mouthwash use with Biotène using ANCOM,decreased,k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Streptobacillus,3384189|32066|203490|203491|1129771|34104,Complete,Svetlana up
bsdb:35039079/1/1,35039079,"cross-sectional observational, not case-control",35039079,10.1186/s40168-021-01204-9,NA,"Adu-Oppong B., Thänert R., Wallace M.A., Burnham C.D. , Dantas G.",Substantial overlap between symptomatic and asymptomatic genitourinary microbiota states,Microbiome,2022,"Clinical diagnostics, Dysbiosis, Genitourinary microbiome, Urinary tract infections",Experiment 1,United States of America,Homo sapiens,Urine,UBERON:0001088,Urinary tract infection,EFO:0003103,No Growth,Culture Positive,Patients with urine specimen with significant growth of 1–2 uropathogenic species at ≥10^5 colony forming units (CFU)/mL,51,48,2 Weeks,WMS,NA,Illumina,relative abundances,LEfSe,0.05,TRUE,2,NA,NA,NA,unchanged,NA,NA,NA,unchanged,Signature 1,"Fig 3 and Result Text (under ""Diagnostic categories reflect different states of urobiome health, paragraph 2"")",6 March 2024,MyleeeA,"MyleeeA,Folakunmi,WikiWorks",Significantly enriched microbiota in suspected Urinary Tract Infection specimens from different clinical categories.,increased,"k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia coli,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella oxytoca,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella pneumoniae",3379134|1224|1236|91347|543|561|562;3379134|1224|1236|91347|543|570|571;3379134|1224|1236|91347|543|570|573,Complete,Folakunmi
bsdb:35039079/1/2,35039079,"cross-sectional observational, not case-control",35039079,10.1186/s40168-021-01204-9,NA,"Adu-Oppong B., Thänert R., Wallace M.A., Burnham C.D. , Dantas G.",Substantial overlap between symptomatic and asymptomatic genitourinary microbiota states,Microbiome,2022,"Clinical diagnostics, Dysbiosis, Genitourinary microbiome, Urinary tract infections",Experiment 1,United States of America,Homo sapiens,Urine,UBERON:0001088,Urinary tract infection,EFO:0003103,No Growth,Culture Positive,Patients with urine specimen with significant growth of 1–2 uropathogenic species at ≥10^5 colony forming units (CFU)/mL,51,48,2 Weeks,WMS,NA,Illumina,relative abundances,LEfSe,0.05,TRUE,2,NA,NA,NA,unchanged,NA,NA,NA,unchanged,Signature 2,"Fig 3 and Result Text (under ""Diagnostic categories reflect different states of urobiome health, paragraph 2"")",6 March 2024,MyleeeA,"MyleeeA,Folakunmi,WikiWorks",Significantly enriched microbiota in suspected Urinary Tract Infection specimens from different clinical categories.,decreased,"k__Fungi|p__Ascomycota,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium acnes",4751|4890;1783272|201174|1760|85009|31957|1912216|1747,Complete,Folakunmi
bsdb:35039079/2/1,35039079,"cross-sectional observational, not case-control",35039079,10.1186/s40168-021-01204-9,NA,"Adu-Oppong B., Thänert R., Wallace M.A., Burnham C.D. , Dantas G.",Substantial overlap between symptomatic and asymptomatic genitourinary microbiota states,Microbiome,2022,"Clinical diagnostics, Dysbiosis, Genitourinary microbiome, Urinary tract infections",Experiment 2,United States of America,Homo sapiens,Urine,NA,Bacterial urinary tract infection,MONDO:0005247,Insignificant Samples,Culture Positive Samples,Patients with urine specimen with significant growth of 1–2 uropathogenic species at ≥10^5 colony forming units (CFU)/mL,17,48,2 Weeks,WMS,NA,Illumina,relative abundances,LEfSe,0.05,TRUE,2,NA,NA,NA,unchanged,NA,NA,NA,unchanged,Signature 1,"Fig 3 and Result Text (under ""Diagnostic categories reflect different states of urobiome health, paragraph 2"")",6 March 2024,MyleeeA,"MyleeeA,Folakunmi,WikiWorks",Significantly enriched microbiota in suspected Urinary Tract Infection specimens from different clinical categories.,increased,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella pneumoniae,3379134|1224|1236|91347|543|570|573,Complete,Folakunmi
