# BugSigDB 2021-08-22, License: Creative Commons Attribution 4.0 International, URL: https://bugsigdb.org
Study	Study design	PMID	DOI	URL	Authors	Title	Journal	Year	Experiment	Location of subjects	Host species	Body site	Condition	Group 0 name	Group 1 name	Group 1 definition	Group 0 sample size	Group 1 sample size	Antibiotics exclusion	Sequencing type	16s variable region	Sequencing platform	Statistical test	Significance threshold	MHT correction	LDA Score above	Matched on	Confounders controlled for	Pielou	Shannon	Chao1	Simpson	Inverse Simpson	Richness	Signature page name	Source	Curated date	Curator	Revision editor	Description	Abundance in Group 1	MetaPhlAn taxon names	NCBI Taxonomy IDs
Study 63	time series / longitudinal observational	28018325	10.3389/fmicb.2016.01997	NA	Nagpal R,Tsuji H,Takahashi T,Kawashima K,Nagata S,Nomoto K,Yamashiro Y	Sensitive Quantitative Analysis of the Meconium Bacterial Microbiota in Healthy Term Infants Born Vaginally or by Cesarean Section	Frontiers in microbiology	2016	Experiment 3	Japan	Homo sapiens	feces	cesarean section	vaginal delivery after 6 months of delivery	C-section delivery	NA	134	17	No information about pre-delivey duration. 3 Vaginally-delivered infants have been exposed to antibiotics (birth to sampling)	16S	NA	RT-qPCR	Fisher's Exact Test	0.05	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Figure 2	5 April 2019	Shaimaa Elsafoury	WikiWorks743	Differences in the detection rate of Lactobacillus genus, subgroups and species between vaginally- and cesarean-born babies at different time-points during the first 3 years of life.	decreased		
Study 64	case-control	23613868	10.1371/journal.pone.0061516	NA	Zhou M,Rong R,Munro D,Zhu C,Gao X,Zhang Q,Dong Q	Investigation of the effect of type 2 diabetes mellitus on subgingival plaque microbiota by high-throughput 16S rDNA pyrosequencing	PloS one	2013	Experiment 1	China	Homo sapiens	oral gland	periodontitis	No Periodontitis within negative diabetic background only	periodnotitis	Periodontitis was defined by the following criteria: at least 30% of sites with probing depth and attachment loss, and more than four with probing depth >=4 mm and clinical attachment loss >=2 mm. Subjects with type 2 diabetes had been diagnosed for at least one year with HbA1c >= 6.5%, fasting plasma glucose test >=7.0 mmol/L, or OGTT 2 hour glucose test >=11.1 mmol/L	5	6	3 months	16S	NA	Roche454	Mann-Whitney (Wilcoxon)	0.05	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Table 1	7 March 2019	Yaseen Javaid	WikiWorks743	sognatures of Health-associated and periodontitis-associated OTUs	increased		
Study 64	case-control	23613868	10.1371/journal.pone.0061516	NA	Zhou M,Rong R,Munro D,Zhu C,Gao X,Zhang Q,Dong Q	Investigation of the effect of type 2 diabetes mellitus on subgingival plaque microbiota by high-throughput 16S rDNA pyrosequencing	PloS one	2013	Experiment 1	China	Homo sapiens	oral gland	periodontitis	No Periodontitis within negative diabetic background only	periodnotitis	Periodontitis was defined by the following criteria: at least 30% of sites with probing depth and attachment loss, and more than four with probing depth >=4 mm and clinical attachment loss >=2 mm. Subjects with type 2 diabetes had been diagnosed for at least one year with HbA1c >= 6.5%, fasting plasma glucose test >=7.0 mmol/L, or OGTT 2 hour glucose test >=11.1 mmol/L	5	6	3 months	16S	NA	Roche454	Mann-Whitney (Wilcoxon)	0.05	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 2	Table 1	7 March 2019	Yaseen Javaid	Fatima,WikiWorks743	sognatures of Health-associated and periodontitis-associated OTUs	decreased		
Study 64	case-control	23613868	10.1371/journal.pone.0061516	NA	Zhou M,Rong R,Munro D,Zhu C,Gao X,Zhang Q,Dong Q	Investigation of the effect of type 2 diabetes mellitus on subgingival plaque microbiota by high-throughput 16S rDNA pyrosequencing	PloS one	2013	Experiment 2	China	Homo sapiens	oral gland	type II diabetes mellitus	Non-diabetic within negative  periodnotitis	Diabetic	Periodontitis was defined by the following criteria: at least 30% of sites with probing depth and attachment loss, and more than four with probing depth >=4 mm and clinical attachment loss >=2 mm. Subjects with type 2 diabetes had been diagnosed for at least one year with HbA1c >= 6.5%, fasting plasma glucose test >=7.0 mmol/L, or OGTT 2 hour glucose test >=11.1 mmol/L	5	8	3 months	16S	NA	Roche454	Mann-Whitney (Wilcoxon)	0.05	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Table 2	7 March 2019	Yaseen Javaid	WikiWorks743	Signature OTUs associated with diabetic and non-diabetic samples.	increased		
Study 64	case-control	23613868	10.1371/journal.pone.0061516	NA	Zhou M,Rong R,Munro D,Zhu C,Gao X,Zhang Q,Dong Q	Investigation of the effect of type 2 diabetes mellitus on subgingival plaque microbiota by high-throughput 16S rDNA pyrosequencing	PloS one	2013	Experiment 2	China	Homo sapiens	oral gland	type II diabetes mellitus	Non-diabetic within negative  periodnotitis	Diabetic	Periodontitis was defined by the following criteria: at least 30% of sites with probing depth and attachment loss, and more than four with probing depth >=4 mm and clinical attachment loss >=2 mm. Subjects with type 2 diabetes had been diagnosed for at least one year with HbA1c >= 6.5%, fasting plasma glucose test >=7.0 mmol/L, or OGTT 2 hour glucose test >=11.1 mmol/L	5	8	3 months	16S	NA	Roche454	Mann-Whitney (Wilcoxon)	0.05	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 2	Table 2	7 March 2019	Yaseen Javaid	WikiWorks743	Signature OTUs associated with diabetic and non-diabetic samples.	decreased		
Study 64	case-control	23613868	10.1371/journal.pone.0061516	NA	Zhou M,Rong R,Munro D,Zhu C,Gao X,Zhang Q,Dong Q	Investigation of the effect of type 2 diabetes mellitus on subgingival plaque microbiota by high-throughput 16S rDNA pyrosequencing	PloS one	2013	Experiment 3	China	Homo sapiens	oral gland	type II diabetes mellitus	Non-diabetic within positive  periodnotitis	Diabetic	Periodontitis was defined by the following criteria: at least 30% of sites with probing depth and attachment loss, and more than four with probing depth >=4 mm and clinical attachment loss >=2 mm. Subjects with type 2 diabetes had been diagnosed for at least one year with HbA1c >= 6.5%, fasting plasma glucose test >=7.0 mmol/L, or OGTT 2 hour glucose test >=11.1 mmol/L	6	12	3 months	16S	NA	Roche454	Mann-Whitney (Wilcoxon)	0.05	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Table 2	5 November 2019	Shaimaa Elsafoury	WikiWorks743	Signature OTUs associated with diabetic and non-diabetic samples.	increased		
Study 64	case-control	23613868	10.1371/journal.pone.0061516	NA	Zhou M,Rong R,Munro D,Zhu C,Gao X,Zhang Q,Dong Q	Investigation of the effect of type 2 diabetes mellitus on subgingival plaque microbiota by high-throughput 16S rDNA pyrosequencing	PloS one	2013	Experiment 4	China	Homo sapiens	oral gland	periodontitis	No Periodontitis within positive diabetic background only	periodnotitis	Periodontitis was defined by the following criteria: at least 30% of sites with probing depth and attachment loss, and more than four with probing depth >=4 mm and clinical attachment loss >=2 mm. Subjects with type 2 diabetes had been diagnosed for at least one year with HbA1c >= 6.5%, fasting plasma glucose test >=7.0 mmol/L, or OGTT 2 hour glucose test >=11.1 mmol/L	8	12	3 months	16S	NA	Roche454	Mann-Whitney (Wilcoxon)	0.05	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Table 1	5 November 2019	Shaimaa Elsafoury	WikiWorks743	sognatures of Health-associated and periodontitis-associated OTUs	increased		
Study 64	case-control	23613868	10.1371/journal.pone.0061516	NA	Zhou M,Rong R,Munro D,Zhu C,Gao X,Zhang Q,Dong Q	Investigation of the effect of type 2 diabetes mellitus on subgingival plaque microbiota by high-throughput 16S rDNA pyrosequencing	PloS one	2013	Experiment 4	China	Homo sapiens	oral gland	periodontitis	No Periodontitis within positive diabetic background only	periodnotitis	Periodontitis was defined by the following criteria: at least 30% of sites with probing depth and attachment loss, and more than four with probing depth >=4 mm and clinical attachment loss >=2 mm. Subjects with type 2 diabetes had been diagnosed for at least one year with HbA1c >= 6.5%, fasting plasma glucose test >=7.0 mmol/L, or OGTT 2 hour glucose test >=11.1 mmol/L	8	12	3 months	16S	NA	Roche454	Mann-Whitney (Wilcoxon)	0.05	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 2	Table 1	5 November 2019	Shaimaa Elsafoury	WikiWorks743	sognatures of Health-associated and periodontitis-associated OTUs	decreased		
Study 64	case-control	23613868	10.1371/journal.pone.0061516	NA	Zhou M,Rong R,Munro D,Zhu C,Gao X,Zhang Q,Dong Q	Investigation of the effect of type 2 diabetes mellitus on subgingival plaque microbiota by high-throughput 16S rDNA pyrosequencing	PloS one	2013	Experiment 5	China	Homo sapiens	oral gland	periodontitis	No Periodontitis within both positive and negative diabetic background	periodnotitis	Periodontitis was defined by the following criteria: at least 30% of sites with probing depth and attachment loss, and more than four with probing depth >=4 mm and clinical attachment loss >=2 mm. Subjects with type 2 diabetes had been diagnosed for at least one year with HbA1c >= 6.5%, fasting plasma glucose test >=7.0 mmol/L, or OGTT 2 hour glucose test >=11.1 mmol/L	13	18	3 months	16S	NA	Roche454	Mann-Whitney (Wilcoxon)	0.05	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Table 1	5 November 2019	Shaimaa Elsafoury	WikiWorks743	sognatures of Health-associated and periodontitis-associated OTUs	increased		
Study 64	case-control	23613868	10.1371/journal.pone.0061516	NA	Zhou M,Rong R,Munro D,Zhu C,Gao X,Zhang Q,Dong Q	Investigation of the effect of type 2 diabetes mellitus on subgingival plaque microbiota by high-throughput 16S rDNA pyrosequencing	PloS one	2013	Experiment 5	China	Homo sapiens	oral gland	periodontitis	No Periodontitis within both positive and negative diabetic background	periodnotitis	Periodontitis was defined by the following criteria: at least 30% of sites with probing depth and attachment loss, and more than four with probing depth >=4 mm and clinical attachment loss >=2 mm. Subjects with type 2 diabetes had been diagnosed for at least one year with HbA1c >= 6.5%, fasting plasma glucose test >=7.0 mmol/L, or OGTT 2 hour glucose test >=11.1 mmol/L	13	18	3 months	16S	NA	Roche454	Mann-Whitney (Wilcoxon)	0.05	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 2	Table 1	5 November 2019	Shaimaa Elsafoury	WikiWorks743	sognatures of Health-associated and periodontitis-associated OTUs	decreased		
Study 65	case-control	22762355	10.1111/j.1600-0765.2012.01498.x	NA	Casarin RC,Barbagallo A,Meulman T,Santos VR,Sallum EA,Nociti FH,Duarte PM,Casati MZ,Gonçalves RB	Subgingival biodiversity in subjects with uncontrolled type-2 diabetes and chronic periodontitis	Journal of periodontal research	2013	Experiment 1	Brazil	Homo sapiens	oral gland	type II diabetes mellitus	Non-diabetic	Diabetic	chronic periodontitis, according to the criteria of the 1999 International Classification; the presence of at least 15 teeth; >= 30% of the sites and at least nine teeth pre-senting a probing pocket depth of >= 5 mm with bleeding on probing (with two or more of these teeth having a probing pocket depth of >= 7 mm); uncontrolled type-2 DM, determined by a glycated hemoglobin (HbA1c) concentration of > 8%	11	12	3 months	16S	NA	Illumina	T-Test	0.05	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Table 2 & Table 3 & text	13 March 2019	Yaseen Javaid	WikiWorks743	Subgingival biodiversity in subjects with uncontrolled type-2 diabetes and chronic periodontitis.	increased		
Study 65	case-control	22762355	10.1111/j.1600-0765.2012.01498.x	NA	Casarin RC,Barbagallo A,Meulman T,Santos VR,Sallum EA,Nociti FH,Duarte PM,Casati MZ,Gonçalves RB	Subgingival biodiversity in subjects with uncontrolled type-2 diabetes and chronic periodontitis	Journal of periodontal research	2013	Experiment 1	Brazil	Homo sapiens	oral gland	type II diabetes mellitus	Non-diabetic	Diabetic	chronic periodontitis, according to the criteria of the 1999 International Classification; the presence of at least 15 teeth; >= 30% of the sites and at least nine teeth pre-senting a probing pocket depth of >= 5 mm with bleeding on probing (with two or more of these teeth having a probing pocket depth of >= 7 mm); uncontrolled type-2 DM, determined by a glycated hemoglobin (HbA1c) concentration of > 8%	11	12	3 months	16S	NA	Illumina	T-Test	0.05	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 2	Table 2 & Table 3 & text	13 March 2019	Yaseen Javaid	WikiWorks743	Subgingival biodiversity in subjects with uncontrolled type-2 diabetes and chronic periodontitis.	decreased		
Study 66	case-control	30237489	10.1038/s41424-018-0048-x	NA	Dong T,Chen T,White RA,Wang X,Hu W,Liang Y,Zhang Y,Lu C,Chen M,Aase H,Xia Y	Meconium microbiome associates with the development of neonatal jaundice	Clinical and translational gastroenterology	2018	Experiment 1	China	Homo sapiens	meconium	neonatal jaundice	control	cesarean infants with jaundice	NA	160	141	among all the participants,11 mothers used antibiotics during pregnancy and 4 infants used antibiotics after birth.	16S	NA	Illumina	LEfSe	0.05	FALSE	2.5	NA	birth weight,gestational age,smoking behavior	NA	unchanged	NA	NA	NA	NA	Signature 1	Figure 3	19 February 2019	Rimsha Azhar	WikiWorks743	LDA Score (log10) between control and case groups in cesarean infants with jaundice	increased		
Study 66	case-control	30237489	10.1038/s41424-018-0048-x	NA	Dong T,Chen T,White RA,Wang X,Hu W,Liang Y,Zhang Y,Lu C,Chen M,Aase H,Xia Y	Meconium microbiome associates with the development of neonatal jaundice	Clinical and translational gastroenterology	2018	Experiment 1	China	Homo sapiens	meconium	neonatal jaundice	control	cesarean infants with jaundice	NA	160	141	among all the participants,11 mothers used antibiotics during pregnancy and 4 infants used antibiotics after birth.	16S	NA	Illumina	LEfSe	0.05	FALSE	2.5	NA	birth weight,gestational age,smoking behavior	NA	unchanged	NA	NA	NA	NA	Signature 2	Figure 3	19 February 2019	Rimsha Azhar	WikiWorks743	LDA Score (log10) between control and case groups in cesarean infants with jaundice	decreased		
Study 66	case-control	30237489	10.1038/s41424-018-0048-x	NA	Dong T,Chen T,White RA,Wang X,Hu W,Liang Y,Zhang Y,Lu C,Chen M,Aase H,Xia Y	Meconium microbiome associates with the development of neonatal jaundice	Clinical and translational gastroenterology	2018	Experiment 2	China	Homo sapiens	meconium	neonatal jaundice	control	infants with jaundice	NA	160	141	among all the participants,11 mothers used antibiotics during pregnancy and 4 infants used antibiotics after birth.	16S	NA	Illumina	LEfSe	0.05	FALSE	2.5	NA	birth weight,gestational age,smoking behavior	NA	unchanged	NA	NA	NA	NA	Signature 1	Supplementary Figure 2	19 February 2019	Rimsha Azhar	WikiWorks743	LDA Score (log10) between control and case groups in all infants	increased		
Study 66	case-control	30237489	10.1038/s41424-018-0048-x	NA	Dong T,Chen T,White RA,Wang X,Hu W,Liang Y,Zhang Y,Lu C,Chen M,Aase H,Xia Y	Meconium microbiome associates with the development of neonatal jaundice	Clinical and translational gastroenterology	2018	Experiment 2	China	Homo sapiens	meconium	neonatal jaundice	control	infants with jaundice	NA	160	141	among all the participants,11 mothers used antibiotics during pregnancy and 4 infants used antibiotics after birth.	16S	NA	Illumina	LEfSe	0.05	FALSE	2.5	NA	birth weight,gestational age,smoking behavior	NA	unchanged	NA	NA	NA	NA	Signature 2	Supplementary Figure 2	19 February 2019	Rimsha Azhar	WikiWorks743	LDA Score (log10) between control and case groups in all infants	decreased		
Study 67	case-control	28222761	10.1186/s40168-017-0242-1	NA	Strati F,Cavalieri D,Albanese D,De Felice C,Donati C,Hayek J,Jousson O,Leoncini S,Renzi D,Calabrò A,De Filippo C	New evidences on the altered gut microbiota in autism spectrum disorders	Microbiome	2017	Experiment 1	Italy	Homo sapiens	feces	autism	neurotypical	autistic	cases were diagnosed according to the Diagnostic and Statistical Manual of Mental Disorders, 5th Edition.	40	40	3 months	16S	NA	Roche454	Welch's T-Test	0.05	TRUE	NA	NA	age	NA	NA	NA	NA	NA	NA	Signature 1	Figure 2	21 February 2019	Fatima Zohra	WikiWorks743	Mean relative abundance in autistic (AD) and neurotypical (NT) subjects	decreased		
Study 67	case-control	28222761	10.1186/s40168-017-0242-1	NA	Strati F,Cavalieri D,Albanese D,De Felice C,Donati C,Hayek J,Jousson O,Leoncini S,Renzi D,Calabrò A,De Filippo C	New evidences on the altered gut microbiota in autism spectrum disorders	Microbiome	2017	Experiment 2	Italy	Homo sapiens	feces	autism	neurotypical	autistic	cases were diagnosed according to the Diagnostic and Statistical Manual of Mental Disorders, 5th Edition.	40	40	3 months	16S	NA	Roche454	LEfSe	0.01	FALSE	2	NA	age	NA	NA	NA	NA	NA	NA	Signature 1	Figure 3	21 February 2019	Fatima Zohra	WikiWorks743	Differences in the bacterial taxa between autistic (AD) and neurotypical (NT) subjects	increased		
Study 67	case-control	28222761	10.1186/s40168-017-0242-1	NA	Strati F,Cavalieri D,Albanese D,De Felice C,Donati C,Hayek J,Jousson O,Leoncini S,Renzi D,Calabrò A,De Filippo C	New evidences on the altered gut microbiota in autism spectrum disorders	Microbiome	2017	Experiment 2	Italy	Homo sapiens	feces	autism	neurotypical	autistic	cases were diagnosed according to the Diagnostic and Statistical Manual of Mental Disorders, 5th Edition.	40	40	3 months	16S	NA	Roche454	LEfSe	0.01	FALSE	2	NA	age	NA	NA	NA	NA	NA	NA	Signature 2	Figure 3	21 February 2019	Fatima Zohra	WikiWorks743	Differences in the bacterial taxa between autistic (AD) and neurotypical (NT) subjects	decreased		
Study 67	case-control	28222761	10.1186/s40168-017-0242-1	NA	Strati F,Cavalieri D,Albanese D,De Felice C,Donati C,Hayek J,Jousson O,Leoncini S,Renzi D,Calabrò A,De Filippo C	New evidences on the altered gut microbiota in autism spectrum disorders	Microbiome	2017	Experiment 3	Italy	Homo sapiens	feces	autism	non constipated autistic	constipated autistic	cases were diagnosed according to the Diagnostic and Statistical Manual of Mental Disorders, 5th Edition.	29	5	3 months	16S	NA	Roche454	Mann-Whitney (Wilcoxon)	0.05	TRUE	NA	NA	age	NA	NA	NA	NA	NA	NA	Signature 1	Figure 4	8 November 2019	Shaimaa Elsafoury	WikiWorks743	Differences in the bacterial taxa between constipated and non-constipated autistic (AD) patients	increased		
